232,3094,258,3094,258,3160,232,3160,###
266,3094,336,3094,336,3162,266,3162,.8
232,3193,245,3193,245,3220,232,3220,###
249,3193,412,3193,412,3260,249,3260,88ᄂ
235,3290,527,3290,527,3361,235,3361,010 c.3
230,3406,275,3406,275,3537,230,3537,###
288,3405,470,3405,470,3535,288,3535,00
1028,3542,2026,3509,2023,3600,1031,3639,충주MBC·원주지방환경청
799,2786,942,2786,942,2929,799,2929,
964,2823,1522,2809,1522,2873,968,2888,충북대학교 도서관
1042,3121,1262,3121,1262,3192,1042,3192,965271
1012,3195,1283,3195,1283,3247,1012,3247,2012.5.4.
903,1158,1899,1158,1899,1416,903,1416,강바람
356,270,1284,270,1284,351,356,346,〈2010남한강보호백일장수상집〉
